,Content id,User id,Reaction types,Date,Content Type,Content Category,Reaction type
5029,1f466010-5c87-4b81-be83-5856481231fb,,super love,07/03/2021,GIF,soccer,positive
5030,1f466010-5c87-4b81-be83-5856481231fb,69f2735b-eee6-4fc1-a934-b31c20beb780,hate,02/11/2020,GIF,soccer,negative
5031,1f466010-5c87-4b81-be83-5856481231fb,596342af-6379-4551-8379-f4b805f9d576,worried,01/02/2021,GIF,soccer,negative
5032,1f466010-5c87-4b81-be83-5856481231fb,4ef2c812-b152-4a72-a443-f4ff787d7b0d,scared,07/03/2021,GIF,soccer,negative
5033,1f466010-5c87-4b81-be83-5856481231fb,4fe420fa-a193-4408-bd5d-62a020233609,want,28/06/2020,GIF,soccer,positive
5034,1f466010-5c87-4b81-be83-5856481231fb,fd7396b2-a18b-449c-b326-e676aebd7776,super love,04/05/2021,GIF,soccer,positive
5035,1f466010-5c87-4b81-be83-5856481231fb,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,worried,17/09/2020,GIF,soccer,negative
5036,1f466010-5c87-4b81-be83-5856481231fb,dd118345-3ba6-4800-9686-d5479fee403d,disgust,19/12/2020,GIF,soccer,negative
5037,1f466010-5c87-4b81-be83-5856481231fb,7e263bf1-e036-4cc8-9cb8-9beec89027a3,indifferent,20/11/2020,GIF,soccer,neutral
5038,1f466010-5c87-4b81-be83-5856481231fb,93dd80c0-4ff2-42ed-9949-1621b0a68c63,heart,05/01/2021,GIF,soccer,positive
5039,1f466010-5c87-4b81-be83-5856481231fb,,interested,31/05/2021,GIF,soccer,positive
5040,1f466010-5c87-4b81-be83-5856481231fb,e6a52b6a-20ec-4b09-bbb7-4a1138014985,adore,15/01/2021,GIF,soccer,positive
5041,1f466010-5c87-4b81-be83-5856481231fb,05d7e77f-a18a-4358-a23a-46c560b3682e,cherish,08/02/2021,GIF,soccer,positive
5042,1f466010-5c87-4b81-be83-5856481231fb,192a526b-4952-4bda-b659-4661dab12716,indifferent,16/04/2021,GIF,soccer,neutral
5043,1f466010-5c87-4b81-be83-5856481231fb,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,love,28/10/2020,GIF,soccer,positive
5044,1f466010-5c87-4b81-be83-5856481231fb,571d7193-a3e6-4909-b25c-e891fc126f31,heart,29/11/2020,GIF,soccer,positive
5045,1f466010-5c87-4b81-be83-5856481231fb,808f5b0d-17e3-44e1-b58e-7f35ebabaff2,hate,12/07/2020,GIF,soccer,negative
5046,1f466010-5c87-4b81-be83-5856481231fb,1f7e22c8-558a-4b6f-a04f-b219593f029e,indifferent,28/04/2021,GIF,soccer,neutral
5047,1f466010-5c87-4b81-be83-5856481231fb,f62c96d8-5b1e-45c6-8a65-b36a9387827d,super love,26/10/2020,GIF,soccer,positive
5048,1f466010-5c87-4b81-be83-5856481231fb,bfe23c39-f814-4282-b0f7-506cd8295b8a,hate,27/10/2020,GIF,soccer,negative
5049,1f466010-5c87-4b81-be83-5856481231fb,,dislike,12/08/2020,GIF,soccer,negative
5051,496645a7-64f7-4c56-94f5-a71671cb262e,94bf7864-a52e-405e-a729-9702bf79c234,heart,02/02/2021,GIF,dogs,positive
5052,496645a7-64f7-4c56-94f5-a71671cb262e,b473e898-b7b0-4a57-959d-484bf4cc4483,worried,26/04/2021,GIF,dogs,negative
5053,496645a7-64f7-4c56-94f5-a71671cb262e,49f49bcf-17fe-4edd-990d-16c3d1df931b,indifferent,21/05/2021,GIF,dogs,neutral
5054,496645a7-64f7-4c56-94f5-a71671cb262e,de050611-e926-43bb-b1ea-502d8bd25bfc,heart,26/07/2020,GIF,dogs,positive
5055,496645a7-64f7-4c56-94f5-a71671cb262e,beb1f34e-7870-46d6-9fc7-2e12eb83ce43,like,03/01/2021,GIF,dogs,positive
5056,496645a7-64f7-4c56-94f5-a71671cb262e,98511140-45c4-4faa-9962-fea5ad618ea3,like,30/10/2020,GIF,dogs,positive
5057,496645a7-64f7-4c56-94f5-a71671cb262e,d51a3403-8bab-4d88-af4f-a429c6d8c168,want,06/10/2020,GIF,dogs,positive
5058,496645a7-64f7-4c56-94f5-a71671cb262e,6978b891-dea2-4217-8bc8-47d5aa25e743,heart,28/02/2021,GIF,dogs,positive
5059,496645a7-64f7-4c56-94f5-a71671cb262e,b3e73328-3638-4913-b7ae-3a6a64c1cd62,super love,07/11/2020,GIF,dogs,positive
5060,496645a7-64f7-4c56-94f5-a71671cb262e,,adore,26/07/2020,GIF,dogs,positive
5061,496645a7-64f7-4c56-94f5-a71671cb262e,33a8d02a-e255-4ffe-9d90-2df8c2914077,super love,20/07/2020,GIF,dogs,positive
5062,496645a7-64f7-4c56-94f5-a71671cb262e,2019ba88-1967-43e6-9710-b17ade18afb3,hate,04/01/2021,GIF,dogs,negative
5063,496645a7-64f7-4c56-94f5-a71671cb262e,4ce3f877-96ea-4a37-8107-1176126d9d97,scared,08/09/2020,GIF,dogs,negative
5064,496645a7-64f7-4c56-94f5-a71671cb262e,5c433d28-dfb7-4456-a468-dc3705147ce0,worried,23/09/2020,GIF,dogs,negative
5065,496645a7-64f7-4c56-94f5-a71671cb262e,fa3e42f0-71d8-455f-b024-e52d5c27a145,scared,08/11/2020,GIF,dogs,negative
5066,496645a7-64f7-4c56-94f5-a71671cb262e,3d13e0d3-e765-4065-9221-3f864689b9e0,dislike,10/07/2020,GIF,dogs,negative
5067,496645a7-64f7-4c56-94f5-a71671cb262e,95258c36-5b6b-4591-85ee-0c43f503c1d5,hate,17/07/2020,GIF,dogs,negative
5068,496645a7-64f7-4c56-94f5-a71671cb262e,d56c9d87-7d56-4a5e-a0e8-bbc4ddc3242c,indifferent,27/07/2020,GIF,dogs,neutral
5069,496645a7-64f7-4c56-94f5-a71671cb262e,1879b698-1639-438e-a07e-ddd735f8d57c,peeking,12/11/2020,GIF,dogs,neutral
5070,496645a7-64f7-4c56-94f5-a71671cb262e,,super love,09/02/2021,GIF,dogs,positive
5071,496645a7-64f7-4c56-94f5-a71671cb262e,92b87fa5-f271-43e0-af66-84fac21052e6,cherish,19/08/2020,GIF,dogs,positive
5072,496645a7-64f7-4c56-94f5-a71671cb262e,b9480379-4b96-412c-8dca-96fff9ae81a3,love,13/10/2020,GIF,dogs,positive
5073,496645a7-64f7-4c56-94f5-a71671cb262e,0c347562-ce55-450b-91ab-0707662b36f5,peeking,15/05/2021,GIF,dogs,neutral
5074,496645a7-64f7-4c56-94f5-a71671cb262e,3c45659f-e24d-4b0d-8210-0b7704ea1ac6,worried,03/09/2020,GIF,dogs,negative
5075,496645a7-64f7-4c56-94f5-a71671cb262e,2bd9c167-e06c-47c1-a978-3403d6724606,hate,09/08/2020,GIF,dogs,negative
5076,496645a7-64f7-4c56-94f5-a71671cb262e,a1a9c0bd-785a-478f-a19e-9eb48fae0bd6,peeking,24/11/2020,GIF,dogs,neutral
5077,496645a7-64f7-4c56-94f5-a71671cb262e,e206e31b-5f85-4964-b6ea-d7ee5324def1,like,21/11/2020,GIF,dogs,positive
5078,496645a7-64f7-4c56-94f5-a71671cb262e,eb74e88c-1bf5-402f-987e-90a5977ae1e3,intrigued,18/01/2021,GIF,dogs,positive
5079,496645a7-64f7-4c56-94f5-a71671cb262e,9dcb5fd8-9e7f-40d3-bd1d-edf33ecf6388,adore,09/02/2021,GIF,dogs,positive
5080,496645a7-64f7-4c56-94f5-a71671cb262e,,like,10/07/2020,GIF,dogs,positive
5081,496645a7-64f7-4c56-94f5-a71671cb262e,2026ccb6-77b2-494c-9b6b-a5d32aa86776,want,29/07/2020,GIF,dogs,positive
5082,496645a7-64f7-4c56-94f5-a71671cb262e,bbef3be1-172e-44bb-be3b-013140707ecf,super love,10/02/2021,GIF,dogs,positive
5083,496645a7-64f7-4c56-94f5-a71671cb262e,425b7021-0409-4358-af39-2bff14197d0a,hate,08/04/2021,GIF,dogs,negative
5084,496645a7-64f7-4c56-94f5-a71671cb262e,109782f9-4141-4d5a-826f-9a4ea672f65b,cherish,27/11/2020,GIF,dogs,positive
5085,496645a7-64f7-4c56-94f5-a71671cb262e,b870b764-7447-4990-a8d4-024d33e0e67d,intrigued,19/08/2020,GIF,dogs,positive
5086,496645a7-64f7-4c56-94f5-a71671cb262e,47def058-01cc-478f-9830-eaddcccac633,interested,27/12/2020,GIF,dogs,positive
5087,496645a7-64f7-4c56-94f5-a71671cb262e,5ff89fb3-b364-494f-b62d-07097b2ffa12,dislike,21/06/2020,GIF,dogs,negative
5088,496645a7-64f7-4c56-94f5-a71671cb262e,ef629f00-391d-4a79-af74-77a9afdbbd41,peeking,21/03/2021,GIF,dogs,neutral
5089,496645a7-64f7-4c56-94f5-a71671cb262e,07f4dcd0-2bf3-4f21-9da3-b054b511ae00,indifferent,28/07/2020,GIF,dogs,neutral
5090,496645a7-64f7-4c56-94f5-a71671cb262e,,want,01/05/2021,GIF,dogs,positive
5091,496645a7-64f7-4c56-94f5-a71671cb262e,a81378a5-58de-4631-b2b1-3eca765f68c6,want,03/02/2021,GIF,dogs,positive
5092,496645a7-64f7-4c56-94f5-a71671cb262e,3455a646-398f-4b16-b19a-1371cdb2e048,like,14/11/2020,GIF,dogs,positive
5093,496645a7-64f7-4c56-94f5-a71671cb262e,f02267ef-8974-43f5-9a2f-03d2c8ec22ca,love,27/10/2020,GIF,dogs,positive
5094,496645a7-64f7-4c56-94f5-a71671cb262e,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,disgust,16/01/2021,GIF,dogs,negative
5095,496645a7-64f7-4c56-94f5-a71671cb262e,4baf648a-0ad5-412d-8250-5a0ff9289fbf,adore,19/09/2020,GIF,dogs,positive
5096,496645a7-64f7-4c56-94f5-a71671cb262e,80c36ce2-2cef-4a47-a563-d2a60a2b1825,indifferent,16/02/2021,GIF,dogs,neutral
5097,496645a7-64f7-4c56-94f5-a71671cb262e,23483ddd-e43e-4c5f-a1b7-5392410aa8d1,adore,24/05/2021,GIF,dogs,positive
5098,496645a7-64f7-4c56-94f5-a71671cb262e,4ce3f877-96ea-4a37-8107-1176126d9d97,hate,16/03/2021,GIF,dogs,negative
5100,d6d4ec49-4210-44de-9f90-c93dfbeed084,f3eb7ee0-7788-43a0-9686-1c399260b17e,peeking,04/08/2020,video,tennis,neutral
5101,d6d4ec49-4210-44de-9f90-c93dfbeed084,a559688e-3f10-436f-a25e-8ad553eacb89,adore,12/01/2021,video,tennis,positive
5102,d6d4ec49-4210-44de-9f90-c93dfbeed084,5fbf758a-376b-472c-8aca-a87ff1db3e6d,scared,31/01/2021,video,tennis,negative
5103,d6d4ec49-4210-44de-9f90-c93dfbeed084,80c36ce2-2cef-4a47-a563-d2a60a2b1825,dislike,22/06/2020,video,tennis,negative
5104,d6d4ec49-4210-44de-9f90-c93dfbeed084,92423e9a-4e8c-49bc-be75-c819912696ce,hate,19/01/2021,video,tennis,negative
5105,d6d4ec49-4210-44de-9f90-c93dfbeed084,5fbf758a-376b-472c-8aca-a87ff1db3e6d,love,15/08/2020,video,tennis,positive
5106,d6d4ec49-4210-44de-9f90-c93dfbeed084,9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5,love,06/10/2020,video,tennis,positive
5107,d6d4ec49-4210-44de-9f90-c93dfbeed084,596342af-6379-4551-8379-f4b805f9d576,interested,06/12/2020,video,tennis,positive
5108,d6d4ec49-4210-44de-9f90-c93dfbeed084,9e9c6089-692f-406c-afee-50f62c127e9d,adore,05/09/2020,video,tennis,positive
5109,d6d4ec49-4210-44de-9f90-c93dfbeed084,,interested,31/10/2020,video,tennis,positive
5110,d6d4ec49-4210-44de-9f90-c93dfbeed084,75ef996f-dee4-47d9-87e2-9b58ebd76ff0,hate,09/03/2021,video,tennis,negative
5111,d6d4ec49-4210-44de-9f90-c93dfbeed084,4ce3f877-96ea-4a37-8107-1176126d9d97,worried,10/09/2020,video,tennis,negative
5112,d6d4ec49-4210-44de-9f90-c93dfbeed084,a6e32004-8866-40e5-aaeb-e159c13fd42a,like,05/12/2020,video,tennis,positive
5113,d6d4ec49-4210-44de-9f90-c93dfbeed084,04e52602-e370-4a99-bfda-f0c1655058da,want,01/05/2021,video,tennis,positive
5114,d6d4ec49-4210-44de-9f90-c93dfbeed084,e8c9386c-8fbc-40cc-9587-ccb912ec5c10,love,09/03/2021,video,tennis,positive
5115,d6d4ec49-4210-44de-9f90-c93dfbeed084,0d47a133-383b-4a9c-976c-697ac65ccb19,adore,07/02/2021,video,tennis,positive
5116,d6d4ec49-4210-44de-9f90-c93dfbeed084,31ff6616-c1dc-4b9a-8091-0b4d0cac25b1,super love,21/03/2021,video,tennis,positive
5117,d6d4ec49-4210-44de-9f90-c93dfbeed084,922d93a7-d56a-4e74-b1bf-1e7bab42dcc4,love,11/07/2020,video,tennis,positive
5118,d6d4ec49-4210-44de-9f90-c93dfbeed084,13f0db8a-152a-496f-a6e8-1ed6a90b8788,indifferent,28/12/2020,video,tennis,neutral
5119,d6d4ec49-4210-44de-9f90-c93dfbeed084,,intrigued,26/01/2021,video,tennis,positive
5120,d6d4ec49-4210-44de-9f90-c93dfbeed084,a483c273-aee5-44bc-883e-d6963157aa4c,adore,13/05/2021,video,tennis,positive
5121,d6d4ec49-4210-44de-9f90-c93dfbeed084,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,dislike,15/02/2021,video,tennis,negative
5122,d6d4ec49-4210-44de-9f90-c93dfbeed084,95023c1b-04b7-4efd-ab34-61a4a70bb9d8,peeking,20/03/2021,video,tennis,neutral
5123,d6d4ec49-4210-44de-9f90-c93dfbeed084,24789387-968b-425a-8836-14e243cda16c,indifferent,21/01/2021,video,tennis,neutral
5124,d6d4ec49-4210-44de-9f90-c93dfbeed084,66663a0d-856f-487f-a2a2-258af21ab3e5,scared,11/01/2021,video,tennis,negative
5125,d6d4ec49-4210-44de-9f90-c93dfbeed084,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,heart,09/09/2020,video,tennis,positive
5126,d6d4ec49-4210-44de-9f90-c93dfbeed084,9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5,scared,11/04/2021,video,tennis,negative
5127,d6d4ec49-4210-44de-9f90-c93dfbeed084,58fc0c8b-f669-4ee3-9a92-6d4290d85277,heart,26/02/2021,video,tennis,positive
5128,d6d4ec49-4210-44de-9f90-c93dfbeed084,7d624010-a0e7-455b-a606-48c5c467dd80,hate,27/12/2020,video,tennis,negative
5129,d6d4ec49-4210-44de-9f90-c93dfbeed084,,disgust,23/10/2020,video,tennis,negative
5130,d6d4ec49-4210-44de-9f90-c93dfbeed084,2af7f476-41b6-4147-aac7-0bbcb5043895,love,18/05/2021,video,tennis,positive
5132,229d5bad-c1e4-439c-8978-0efdcdfea4d1,0c347562-ce55-450b-91ab-0707662b36f5,peeking,06/08/2020,audio,food,neutral
5133,229d5bad-c1e4-439c-8978-0efdcdfea4d1,3205ad12-726a-4b65-a15a-1a899a9d310b,super love,04/03/2021,audio,food,positive
5134,229d5bad-c1e4-439c-8978-0efdcdfea4d1,427fa55b-7f49-4981-bcd7-59fee8efb512,adore,13/02/2021,audio,food,positive
5135,229d5bad-c1e4-439c-8978-0efdcdfea4d1,fb4654ff-ce23-4a77-b52a-50f8948b5664,disgust,20/03/2021,audio,food,negative
5136,229d5bad-c1e4-439c-8978-0efdcdfea4d1,3f218ab6-a288-4ee8-affc-3d02a9cbff5f,cherish,14/04/2021,audio,food,positive
5137,229d5bad-c1e4-439c-8978-0efdcdfea4d1,311d7214-711f-4f66-bc9a-e835fa54ffb6,indifferent,29/05/2021,audio,food,neutral
5138,229d5bad-c1e4-439c-8978-0efdcdfea4d1,e3417115-6e56-4f55-a4ae-70353582a8c4,cherish,14/03/2021,audio,food,positive
5139,229d5bad-c1e4-439c-8978-0efdcdfea4d1,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,interested,09/06/2021,audio,food,positive
5140,229d5bad-c1e4-439c-8978-0efdcdfea4d1,1ff398e4-6b68-451d-9b00-2d2a565ba22a,heart,28/06/2020,audio,food,positive
5141,229d5bad-c1e4-439c-8978-0efdcdfea4d1,,worried,12/06/2021,audio,food,negative
5142,229d5bad-c1e4-439c-8978-0efdcdfea4d1,dab237a2-dcc9-4322-a9b6-b2d16ee38c78,interested,30/01/2021,audio,food,positive
5143,229d5bad-c1e4-439c-8978-0efdcdfea4d1,34fcadd6-fa9b-4404-981a-c70c86cde556,want,23/06/2020,audio,food,positive
5144,229d5bad-c1e4-439c-8978-0efdcdfea4d1,63e1cb43-d3dc-491a-af16-209c1c152c44,disgust,27/09/2020,audio,food,negative
5145,229d5bad-c1e4-439c-8978-0efdcdfea4d1,e57c1d53-11ce-4df6-bb4b-85647776fd6d,dislike,22/12/2020,audio,food,negative
5146,229d5bad-c1e4-439c-8978-0efdcdfea4d1,7000ac2e-87a0-4e23-b342-5f150e03f9ef,hate,27/01/2021,audio,food,negative
5147,229d5bad-c1e4-439c-8978-0efdcdfea4d1,9e9c6089-692f-406c-afee-50f62c127e9d,cherish,14/12/2020,audio,food,positive
5148,229d5bad-c1e4-439c-8978-0efdcdfea4d1,600118fa-e6f4-4d74-aeb6-936abbbf38a1,super love,08/07/2020,audio,food,positive
5149,229d5bad-c1e4-439c-8978-0efdcdfea4d1,e79a2e98-57b4-4469-8da4-87f338460d42,worried,22/02/2021,audio,food,negative
5150,229d5bad-c1e4-439c-8978-0efdcdfea4d1,f4ed8f9c-5eac-4d77-a206-c60afda2921a,peeking,07/09/2020,audio,food,neutral
5151,229d5bad-c1e4-439c-8978-0efdcdfea4d1,,scared,27/11/2020,audio,food,negative
5152,229d5bad-c1e4-439c-8978-0efdcdfea4d1,0c347562-ce55-450b-91ab-0707662b36f5,worried,09/10/2020,audio,food,negative
5153,229d5bad-c1e4-439c-8978-0efdcdfea4d1,3a80467c-0f1f-49ca-b904-1938ea2177a9,heart,30/10/2020,audio,food,positive
5154,229d5bad-c1e4-439c-8978-0efdcdfea4d1,f50ac030-3af8-4e07-aacf-dccff353b8f6,love,24/03/2021,audio,food,positive
5155,229d5bad-c1e4-439c-8978-0efdcdfea4d1,c43c2351-9591-4122-acdd-b521723d7292,cherish,20/01/2021,audio,food,positive
5156,229d5bad-c1e4-439c-8978-0efdcdfea4d1,330ded4b-db65-485a-80a4-6b3bffd33067,disgust,20/06/2020,audio,food,negative
5157,229d5bad-c1e4-439c-8978-0efdcdfea4d1,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,super love,18/06/2020,audio,food,positive
5158,229d5bad-c1e4-439c-8978-0efdcdfea4d1,c1e01541-7508-4712-a22c-0370f232a41e,scared,08/01/2021,audio,food,negative
5159,229d5bad-c1e4-439c-8978-0efdcdfea4d1,8d3661fd-d953-4c1b-857d-82b3e34f569e,dislike,20/11/2020,audio,food,negative
5160,229d5bad-c1e4-439c-8978-0efdcdfea4d1,e8849148-1482-4926-9f28-a537630b9ba2,heart,11/08/2020,audio,food,positive
5161,229d5bad-c1e4-439c-8978-0efdcdfea4d1,,adore,15/06/2021,audio,food,positive
5162,229d5bad-c1e4-439c-8978-0efdcdfea4d1,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,peeking,25/10/2020,audio,food,neutral
5163,229d5bad-c1e4-439c-8978-0efdcdfea4d1,73a9e869-62a6-4508-b146-20dc9de19276,indifferent,14/10/2020,audio,food,neutral
5164,229d5bad-c1e4-439c-8978-0efdcdfea4d1,eff1e86a-8ede-4a41-818b-9442e3181ee3,heart,17/06/2021,audio,food,positive
5165,229d5bad-c1e4-439c-8978-0efdcdfea4d1,7719b807-bf22-4b36-8f69-44d9a87d239b,love,16/09/2020,audio,food,positive
5166,229d5bad-c1e4-439c-8978-0efdcdfea4d1,4edc3d1a-a7d9-4db6-89c3-f784d9954172,super love,20/08/2020,audio,food,positive
5167,229d5bad-c1e4-439c-8978-0efdcdfea4d1,cd5fd7db-8715-41b7-8f4a-11a65b638d8e,interested,19/05/2021,audio,food,positive
5168,229d5bad-c1e4-439c-8978-0efdcdfea4d1,34e8add9-0206-47fd-a501-037b994650a2,disgust,15/12/2020,audio,food,negative
5169,229d5bad-c1e4-439c-8978-0efdcdfea4d1,ddc4db8e-0000-48c4-8fdb-d32af87fb823,dislike,01/05/2021,audio,food,negative
5170,229d5bad-c1e4-439c-8978-0efdcdfea4d1,a81df767-7da1-4844-b63c-fee4c9c7895d,interested,08/09/2020,audio,food,positive
5171,229d5bad-c1e4-439c-8978-0efdcdfea4d1,,worried,26/10/2020,audio,food,negative
5172,229d5bad-c1e4-439c-8978-0efdcdfea4d1,72d2587e-8fae-4626-a73d-352e6465ba0f,dislike,08/07/2020,audio,food,negative
5174,80d4bec9-6441-41a2-be74-0eec3e5317ef,15e325b1-c221-4bf8-8010-18d76b03646e,interested,08/07/2020,video,tennis,positive
5175,80d4bec9-6441-41a2-be74-0eec3e5317ef,34fcadd6-fa9b-4404-981a-c70c86cde556,adore,29/07/2020,video,tennis,positive
5176,80d4bec9-6441-41a2-be74-0eec3e5317ef,e206e31b-5f85-4964-b6ea-d7ee5324def1,want,21/12/2020,video,tennis,positive
5177,80d4bec9-6441-41a2-be74-0eec3e5317ef,6fb7ead6-71f3-4f57-94bd-18111fbc5e1a,dislike,21/05/2021,video,tennis,negative
5178,80d4bec9-6441-41a2-be74-0eec3e5317ef,ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,like,30/11/2020,video,tennis,positive
5179,80d4bec9-6441-41a2-be74-0eec3e5317ef,9dcb5fd8-9e7f-40d3-bd1d-edf33ecf6388,hate,20/03/2021,video,tennis,negative
5180,80d4bec9-6441-41a2-be74-0eec3e5317ef,de39bbda-66a8-4c52-835a-7a104cf7f081,dislike,20/04/2021,video,tennis,negative
5181,80d4bec9-6441-41a2-be74-0eec3e5317ef,bbef3be1-172e-44bb-be3b-013140707ecf,indifferent,22/06/2020,video,tennis,neutral
5182,80d4bec9-6441-41a2-be74-0eec3e5317ef,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,intrigued,11/10/2020,video,tennis,positive
5183,80d4bec9-6441-41a2-be74-0eec3e5317ef,,like,26/07/2020,video,tennis,positive
5184,80d4bec9-6441-41a2-be74-0eec3e5317ef,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,worried,16/06/2021,video,tennis,negative
5185,80d4bec9-6441-41a2-be74-0eec3e5317ef,26c6734f-42b6-48f8-a08e-e1c3a79019d0,interested,17/08/2020,video,tennis,positive
5186,80d4bec9-6441-41a2-be74-0eec3e5317ef,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,want,06/04/2021,video,tennis,positive
5187,80d4bec9-6441-41a2-be74-0eec3e5317ef,eb74e88c-1bf5-402f-987e-90a5977ae1e3,dislike,12/07/2020,video,tennis,negative
5188,80d4bec9-6441-41a2-be74-0eec3e5317ef,eb74e88c-1bf5-402f-987e-90a5977ae1e3,heart,28/05/2021,video,tennis,positive
5189,80d4bec9-6441-41a2-be74-0eec3e5317ef,e79a2e98-57b4-4469-8da4-87f338460d42,disgust,11/09/2020,video,tennis,negative
5190,80d4bec9-6441-41a2-be74-0eec3e5317ef,4fe1900d-5e78-41a3-88ed-18e6889c6c77,peeking,01/04/2021,video,tennis,neutral
5191,80d4bec9-6441-41a2-be74-0eec3e5317ef,79acce4b-b991-4a68-b762-d496686a4f32,heart,19/09/2020,video,tennis,positive
5192,80d4bec9-6441-41a2-be74-0eec3e5317ef,49f49bcf-17fe-4edd-990d-16c3d1df931b,like,26/04/2021,video,tennis,positive
5193,80d4bec9-6441-41a2-be74-0eec3e5317ef,,worried,22/04/2021,video,tennis,negative
5194,80d4bec9-6441-41a2-be74-0eec3e5317ef,83f8edc6-90b1-4f96-a80b-d6aa74103610,indifferent,20/03/2021,video,tennis,neutral
5195,80d4bec9-6441-41a2-be74-0eec3e5317ef,a58444bc-a23e-40a1-b09d-0f90bd5cd6b3,scared,17/06/2021,video,tennis,negative
5196,80d4bec9-6441-41a2-be74-0eec3e5317ef,31ff6616-c1dc-4b9a-8091-0b4d0cac25b1,indifferent,12/06/2021,video,tennis,neutral
5197,80d4bec9-6441-41a2-be74-0eec3e5317ef,5d04455b-a95e-40d8-bcd4-8c485777c47f,cherish,18/04/2021,video,tennis,positive
5198,80d4bec9-6441-41a2-be74-0eec3e5317ef,9a5c1dcc-d26b-4303-b487-3075e7d34e02,cherish,06/01/2021,video,tennis,positive
5199,80d4bec9-6441-41a2-be74-0eec3e5317ef,13c06e7e-833d-47eb-a790-5e09ccfd8d2c,adore,20/07/2020,video,tennis,positive
5200,80d4bec9-6441-41a2-be74-0eec3e5317ef,4607d7b0-3313-49b8-9f73-5b8227fc5b67,adore,28/11/2020,video,tennis,positive
5201,80d4bec9-6441-41a2-be74-0eec3e5317ef,23a48585-f2cf-4a20-8d30-f49361d5625c,want,13/09/2020,video,tennis,positive
5202,80d4bec9-6441-41a2-be74-0eec3e5317ef,fd4da61a-5102-4311-8b9f-2ec57bfac6b1,adore,23/04/2021,video,tennis,positive
5203,80d4bec9-6441-41a2-be74-0eec3e5317ef,,disgust,06/08/2020,video,tennis,negative
5204,80d4bec9-6441-41a2-be74-0eec3e5317ef,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,heart,10/04/2021,video,tennis,positive
5205,80d4bec9-6441-41a2-be74-0eec3e5317ef,0c5b0547-820a-4beb-832e-3162f74ccfa7,dislike,31/03/2021,video,tennis,negative
5206,80d4bec9-6441-41a2-be74-0eec3e5317ef,374634b7-aead-4f2f-9303-c15f456c4094,dislike,13/03/2021,video,tennis,negative
5207,80d4bec9-6441-41a2-be74-0eec3e5317ef,4172c4ea-8fd9-4e50-bd2c-7020eab84f34,interested,10/03/2021,video,tennis,positive
5208,80d4bec9-6441-41a2-be74-0eec3e5317ef,f5d9a26e-986d-4d8e-a1c9-69493fb64736,like,01/04/2021,video,tennis,positive
5209,80d4bec9-6441-41a2-be74-0eec3e5317ef,2129de92-ee91-425f-a854-07c553ee0b74,love,27/12/2020,video,tennis,positive
5210,80d4bec9-6441-41a2-be74-0eec3e5317ef,425b7021-0409-4358-af39-2bff14197d0a,heart,27/11/2020,video,tennis,positive
5211,80d4bec9-6441-41a2-be74-0eec3e5317ef,c7b6e374-1bef-48c3-8222-cc231dbd5cce,intrigued,20/03/2021,video,tennis,positive
5212,80d4bec9-6441-41a2-be74-0eec3e5317ef,23cc47ff-e5cd-4915-828d-258aefce5a14,scared,23/02/2021,video,tennis,negative
5213,80d4bec9-6441-41a2-be74-0eec3e5317ef,,want,09/04/2021,video,tennis,positive
5214,80d4bec9-6441-41a2-be74-0eec3e5317ef,b6d04982-1509-41ab-a700-b390d6cb4d02,love,29/10/2020,video,tennis,positive
5215,80d4bec9-6441-41a2-be74-0eec3e5317ef,dbacabf8-7ebd-4f22-a261-59d8dad306f1,worried,21/12/2020,video,tennis,negative
5216,80d4bec9-6441-41a2-be74-0eec3e5317ef,1932a904-86ba-4438-bb52-b7e6516a4019,super love,06/05/2021,video,tennis,positive
5217,80d4bec9-6441-41a2-be74-0eec3e5317ef,374634b7-aead-4f2f-9303-c15f456c4094,worried,08/11/2020,video,tennis,negative
5218,80d4bec9-6441-41a2-be74-0eec3e5317ef,49f49bcf-17fe-4edd-990d-16c3d1df931b,disgust,16/03/2021,video,tennis,negative
5219,80d4bec9-6441-41a2-be74-0eec3e5317ef,4eed2f45-f040-4995-a60f-472af1ff379a,cherish,08/03/2021,video,tennis,positive
5220,80d4bec9-6441-41a2-be74-0eec3e5317ef,561b08d6-1084-4115-933d-db3e60edfd8b,dislike,08/06/2021,video,tennis,negative
5222,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,f4ed8f9c-5eac-4d77-a206-c60afda2921a,disgust,21/09/2020,GIF,science,negative
